SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3
100011,0,Cash loans,F,Y,Y,0,117200.0,696900.0,32670.0,677400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8353,-4444,nan,2.0,2,0.5745003643664199,0.18418258557626552,0.6115208494360114
100012,0,Cash loans,M,N,Y,1,159300.0,407500.0,19160.0,380100.0,Working,Secondary / secondary special,Married,House / apartment,-15215,-128,Core staff,3.0,3,,0.3779525093731372,0.21998096221374594
100013,0,Cash loans,F,N,Y,0,139200.0,359800.0,26390.0,321700.0,Working,Higher education,Married,With parents,-14857,-1495,Secretaries,2.0,2,0.18417546534357374,0.7102419130410266,0.2199507806951467
100014,0,Cash loans,M,Y,Y,0,175400.0,392300.0,17690.0,337700.0,Working,Secondary / secondary special,Married,House / apartment,-16799,-2271,Laborers,2.0,3,,0.4835300835063059,0.40849458512648756
100015,0,Cash loans,F,N,Y,0,118100.0,306700.0,15020.0,278400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13096,365243,Laborers,2.0,2,0.2725220602163215,0.21703569341783235,0.6797447418887282
100016,0,Revolving loans,F,N,Y,0,321900.0,284000.0,14160.0,244600.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23281,-2543,Sales staff,2.0,3,0.21583848850025852,0.3819053820154109,0.324317621035856
100017,1,Cash loans,F,N,Y,1,127700.0,1869700.0,78940.0,1759600.0,Working,Secondary / secondary special,Single / not married,With parents,-16351,365243,Laborers,3.0,3,0.3737699331222327,0.16561373711441402,0.25981685230133666
100018,0,Cash loans,F,N,Y,0,186000.0,352400.0,14640.0,344000.0,Working,Higher education,Married,Municipal apartment,-16641,-88,Laborers,2.0,2,0.040592682424229816,0.3238917005005795,0.03517012278147715
100019,0,Revolving loans,M,N,Y,0,55700.0,334400.0,21740.0,334300.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-16498,-3683,Laborers,2.0,2,0.1658923472812666,0.3959142532087397,0.47693923798419896
100020,0,Revolving loans,F,Y,Y,0,69000.0,1279400.0,83080.0,1208900.0,Working,Secondary / secondary special,Married,House / apartment,-19735,-1692,Laborers,2.0,2,0.30163779368275584,0.40773471271963396,0.2607372176995447
100021,0,Cash loans,M,N,Y,1,93000.0,493900.0,45530.0,437000.0,Commercial associate,Incomplete higher,Married,House / apartment,-18020,365243,Sales staff,2.0,3,,0.40969721758591876,0.1588809088982867
100022,0,Cash loans,F,Y,Y,1,106400.0,436000.0,29190.0,373800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17481,-4442,nan,3.0,2,0.10749534537882624,0.3897612602561345,0.08690462781043701
100023,1,Revolving loans,M,Y,Y,1,137100.0,615300.0,27490.0,581100.0,Working,Secondary / secondary special,Married,House / apartment,-18662,-2766,nan,3.0,3,,0.3535976956688784,0.11281542753149763
100024,1,Cash loans,M,Y,Y,1,247700.0,444400.0,37060.0,389800.0,Working,Secondary / secondary special,Married,House / apartment,-8374,365243,Sales staff,3.0,2,0.09499234374775022,0.182405277289484,0.42545482829189646
100025,1,Cash loans,M,Y,Y,0,53900.0,387700.0,16730.0,349000.0,Unemployed,Secondary / secondary special,Married,House / apartment,-8526,-1204,Sales staff,2.0,2,,0.15590194057848306,0.3302302393475934
100026,0,Cash loans,F,N,Y,0,190700.0,752800.0,59200.0,643400.0,Pensioner,Higher education,Married,House / apartment,-15400,-1514,Medicine staff,2.0,2,,0.2732265144294558,0.32232437545804693
100027,0,Cash loans,F,N,Y,0,105100.0,122400.0,6880.0,114700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14911,365243,nan,2.0,2,,0.3674339254989867,0.39047154885491003
100028,0,Cash loans,F,Y,Y,0,110800.0,339700.0,16440.0,288800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18035,-3778,Laborers,2.0,2,0.18421703890304725,0.4450213758673637,0.4425635394168211
100029,0,Cash loans,F,Y,Y,0,422700.0,353700.0,30660.0,322400.0,State servant,Higher education,Single / not married,House / apartment,-15786,365243,Cleaning staff,2.0,3,0.2575287885602628,0.3457391602681458,0.3101187402971436
100030,0,Cash loans,M,Y,Y,0,151200.0,447800.0,37370.0,447300.0,Working,Secondary / secondary special,Married,House / apartment,-18043,-2251,Laborers,1.0,2,,0.3308117785893885,0.56093560785644
100031,0,Cash loans,M,Y,Y,0,116600.0,680900.0,70950.0,635000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10701,-2139,Sales staff,2.0,2,0.3474548805206214,0.6151430146415791,0.6431255863571699
100032,0,Cash loans,M,N,Y,0,85200.0,557700.0,24100.0,509000.0,Working,Secondary / secondary special,Married,House / apartment,-15662,365243,Sales staff,1.0,3,,0.42684454073977085,0.28056339991224677
100033,0,Cash loans,F,Y,Y,0,200200.0,358300.0,25580.0,309900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10317,-953,Core staff,1.0,3,,0.5148799249364305,0.2009167759266638
100034,0,Cash loans,F,N,Y,0,87000.0,379600.0,25100.0,339800.0,Working,Secondary / secondary special,Separated,House / apartment,-17260,-776,nan,2.0,2,,0.49992468191094047,0.24521699579324008
100035,1,Cash loans,F,N,Y,0,69700.0,391100.0,16780.0,332700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8159,-7705,Accountants,2.0,3,,0.2326530552740829,0.24660170485612798
100036,0,Cash loans,F,Y,Y,0,77700.0,87200.0,3900.0,79000.0,State servant,Secondary / secondary special,Married,House / apartment,-17105,-3527,nan,1.0,2,0.4967816441359791,0.4260715120377268,0.27588209802394364
100037,0,Cash loans,F,Y,N,0,106000.0,427400.0,17650.0,377300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9803,-2201,nan,2.0,2,0.2266747458894651,0.21266686553873068,0.47064088419170785
100038,0,Cash loans,F,N,N,0,278000.0,244700.0,12720.0,222300.0,Working,Higher education,Married,House / apartment,-14164,-1986,Cleaning staff,2.0,2,0.22483937412878538,0.5550314185255424,0.4339985108843161
100039,0,Cash loans,F,Y,N,2,210500.0,357500.0,34730.0,307700.0,Working,Secondary / secondary special,Married,House / apartment,-19301,-3246,Realty agents,4.0,2,,0.6827222827226753,0.5214591555522083
100040,0,Cash loans,M,N,Y,0,96800.0,716200.0,68970.0,667400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16619,-5535,Laborers,2.0,2,0.11171621110656772,0.6199994683518615,0.4365670963031578
100041,0,Cash loans,F,N,Y,0,198000.0,470100.0,34530.0,414100.0,Working,Higher education,Civil marriage,House / apartment,-9093,-2815,nan,2.0,2,,0.42206860735091445,0.31514467049445805
100042,0,Cash loans,M,N,Y,0,75300.0,307100.0,25390.0,305000.0,Working,Secondary / secondary special,Married,House / apartment,-13004,365243,Core staff,2.0,3,,0.3503373672891276,0.3614725928344064
100043,0,Revolving loans,M,N,N,0,59700.0,381300.0,29830.0,334100.0,Pensioner,Higher education,Single / not married,House / apartment,-9673,365243,nan,2.0,2,0.07403097579521649,0.2894941558090371,0.3756768174180093
100044,0,Cash loans,F,N,N,0,318600.0,537600.0,42630.0,535600.0,Working,Higher education,Civil marriage,House / apartment,-8896,-1699,nan,2.0,2,,0.5328092648896872,0.7916922391591276
100045,0,Cash loans,M,Y,Y,1,362500.0,254600.0,16690.0,233400.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-16178,-760,Laborers,3.0,2,0.2658313614888142,0.5889974100374753,0.23769858705840108
100046,0,Cash loans,M,Y,Y,0,101200.0,246000.0,16670.0,215900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17956,-5342,nan,2.0,2,,0.424440588126138,0.2521122129362247
100047,0,Cash loans,F,N,Y,0,79600.0,990900.0,40220.0,960700.0,Working,Secondary / secondary special,Married,House / apartment,-17475,-1083,Realty agents,2.0,2,,0.7929430270139939,0.5707333722280451
100048,0,Cash loans,F,Y,Y,0,175000.0,429000.0,22040.0,408400.0,State servant,Higher education,Married,House / apartment,-18126,365243,Accountants,2.0,2,0.09634490513022675,0.29496416170822615,0.5543813766139254
100049,0,Cash loans,M,N,Y,0,174300.0,494800.0,32510.0,422000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-15657,-3297,nan,1.0,2,,0.5128963225173019,0.3859147679939775
100050,0,Cash loans,F,N,N,0,119800.0,670200.0,34410.0,641200.0,Commercial associate,Higher education,Single / not married,House / apartment,-14607,-604,Sales staff,1.0,3,,0.8731725905722744,0.3374940261962697
100051,0,Cash loans,F,Y,N,0,97400.0,427900.0,24640.0,424900.0,Working,Secondary / secondary special,Separated,House / apartment,-11394,-3188,Medicine staff,1.0,2,,0.50740429698251,0.19724084815493964
100052,0,Cash loans,F,N,Y,1,239800.0,541200.0,21860.0,517700.0,Working,Higher education,Widow,House / apartment,-13937,-3644,Sales staff,3.0,2,0.5975917948963881,0.3111957223441195,0.3045161254587684
100053,0,Cash loans,M,N,N,1,175500.0,320700.0,20800.0,273100.0,Working,Secondary / secondary special,Married,House / apartment,-10396,-1919,nan,3.0,2,,0.3103847209047195,0.270417220448068
100054,0,Cash loans,M,N,N,0,120100.0,530300.0,56310.0,451300.0,Working,Secondary / secondary special,Widow,House / apartment,-12310,-1825,nan,1.0,2,,0.6087536733113467,0.30022663587303045
100055,0,Cash loans,M,N,Y,1,90800.0,177000.0,7260.0,165800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16063,-2012,Laborers,3.0,3,,0.2883719339389615,0.32961005089765133
100056,0,Cash loans,M,N,N,1,159500.0,355100.0,22860.0,310100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15232,-5250,Core staff,3.0,3,0.2131507855506692,0.36214647722734233,0.30273953563742306
100057,0,Cash loans,F,Y,Y,0,83600.0,221700.0,10140.0,207200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-25567,-1745,Secretaries,2.0,2,,0.3805469227777563,0.47390904869826755
100058,0,Cash loans,F,Y,Y,0,212000.0,815800.0,54580.0,784600.0,State servant,Secondary / secondary special,Married,House / apartment,-10298,-414,nan,2.0,2,0.2596990522385867,0.48823302141217284,0.19841249395932
100059,0,Cash loans,F,Y,Y,0,257300.0,91000.0,3820.0,86100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15203,365243,nan,2.0,2,0.43295917493308617,0.5880769158337155,0.09474279650540376
100060,0,Cash loans,F,Y,N,1,332200.0,220900.0,10460.0,197700.0,Working,Higher education,Married,Municipal apartment,-9985,-354,nan,3.0,1,,0.756501787285802,0.1783116725757857
100061,0,Cash loans,M,N,Y,2,96000.0,303700.0,18050.0,270800.0,Pensioner,Higher education,Married,House / apartment,-14147,-3117,nan,4.0,2,,0.13899369924562788,0.501380184947054
100062,0,Cash loans,F,N,Y,1,104800.0,1208000.0,64020.0,1114500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14311,-1004,nan,2.0,1,,0.4483348853594985,0.5668862799311611
100063,0,Cash loans,F,Y,N,1,165900.0,556500.0,59230.0,490300.0,State servant,Secondary / secondary special,Married,House / apartment,-19100,-2113,High skill tech staff,3.0,2,0.03421194803511389,0.45736824008247545,0.3715704642559528
100064,0,Cash loans,M,N,N,1,289700.0,286000.0,12310.0,259000.0,Pensioner,Higher education,Married,House / apartment,-13899,-1020,Accountants,2.0,2,0.36838046253920165,0.5882158953158698,0.1612812647003441
100065,0,Cash loans,F,Y,Y,0,138600.0,734500.0,44440.0,725400.0,Working,Secondary / secondary special,Married,House / apartment,-14937,-6537,Sales staff,2.0,2,,0.31353967511266706,0.19344462295773643
100066,0,Cash loans,F,Y,Y,0,124600.0,185300.0,13060.0,184300.0,Pensioner,Higher education,Married,House / apartment,-13976,-3278,Laborers,2.0,1,,0.5143794104471437,0.5515372914252281
100067,0,Revolving loans,F,N,Y,1,49700.0,354100.0,24500.0,335800.0,Working,Secondary / secondary special,Married,With parents,-10076,-967,nan,2.0,3,,0.3396586325150445,0.6594340190947905
100068,0,Cash loans,F,N,Y,0,206400.0,411000.0,33570.0,392200.0,Working,Higher education,Married,House / apartment,-13085,365243,Sales staff,2.0,3,0.2587959777382656,0.6316029405860543,0.15885072706915324
100069,0,Cash loans,F,N,Y,0,77500.0,542200.0,24080.0,467000.0,Commercial associate,Incomplete higher,Married,Municipal apartment,-14171,-803,Sales staff,2.0,2,0.8852372907832011,0.5073891925479102,0.1044679131334846
100070,0,Cash loans,F,Y,N,1,149000.0,199800.0,14380.0,171700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16002,-2088,Sales staff,3.0,2,,0.27131315511154624,0.4091577490990745
100071,0,Cash loans,F,Y,Y,0,109400.0,234300.0,11860.0,202800.0,Working,Secondary / secondary special,Married,House / apartment,-17951,-5530,Waiters/barmen staff,2.0,2,,0.618352746236772,0.13823999350832397
100072,0,Cash loans,F,Y,Y,1,261300.0,1113100.0,93140.0,1043700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14763,-3322,Laborers,3.0,1,,0.6344362226595125,0.48034278239966816
100073,0,Cash loans,M,N,Y,0,120200.0,674700.0,55530.0,579900.0,Working,Higher education,Single / not married,Rented apartment,-14692,-1078,nan,2.0,2,,0.48865183152594943,0.37121609890804974
100074,0,Cash loans,F,N,Y,0,152200.0,188600.0,16010.0,165800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8791,-671,nan,2.0,1,,0.3187168177263203,0.7054412020320132
100075,0,Cash loans,F,N,Y,0,145700.0,446200.0,21800.0,386000.0,Working,Higher education,Single / not married,House / apartment,-17874,365243,Drivers,1.0,3,0.11800307592528007,0.6209190563313406,0.10953477323575599
100076,0,Cash loans,F,N,N,1,112600.0,210100.0,15750.0,199100.0,Working,Secondary / secondary special,Separated,House / apartment,-12909,-7361,Accountants,3.0,1,,0.6233281615569128,0.6341450795241163
100077,0,Cash loans,F,Y,Y,2,327500.0,2008200.0,216400.0,1772600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18707,-2186,Laborers,4.0,2,0.401481493423845,0.518642561687843,0.32020224752516413
100078,0,Cash loans,M,N,N,0,1528700.0,803700.0,48680.0,722100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20994,-5343,Laborers,2.0,3,0.5398012066290943,0.43109823551241344,0.1819558011202111
100079,1,Cash loans,F,N,Y,0,89900.0,747300.0,78920.0,732500.0,Working,Secondary / secondary special,Married,House / apartment,-14950,365243,nan,2.0,2,,0.6197994187688767,0.34551490193514645
100080,0,Cash loans,M,Y,Y,0,125600.0,243500.0,9940.0,243400.0,Pensioner,Higher education,Civil marriage,House / apartment,-11594,-3624,nan,2.0,2,0.39971762042638337,0.1247211988596496,0.5729292649999351
100081,0,Cash loans,M,N,N,1,103200.0,365600.0,22370.0,334700.0,Working,Higher education,Civil marriage,House / apartment,-15638,-783,nan,3.0,2,0.14864255561974438,0.41516759959384175,0.13915883721638356
100082,0,Cash loans,F,Y,N,0,170000.0,653600.0,42060.0,603800.0,Working,Secondary / secondary special,Married,Municipal apartment,-17106,-2075,nan,2.0,2,,0.2837676312081002,0.41953232423337805
100083,0,Revolving loans,M,N,Y,0,164600.0,308400.0,14800.0,274100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14438,365243,Managers,2.0,1,,0.2205292990193523,0.2132231487332695
100084,0,Cash loans,F,Y,N,0,230400.0,314700.0,13770.0,272900.0,Working,Secondary / secondary special,Married,House / apartment,-13439,-228,nan,2.0,2,,0.2498325250163279,0.10603258248288487
100085,0,Cash loans,F,Y,N,0,74800.0,200300.0,9490.0,189500.0,Working,Secondary / secondary special,Married,House / apartment,-17969,-1386,Drivers,1.0,2,,0.618315377162551,0.24935943511132028
100086,1,Cash loans,F,N,Y,0,236700.0,313600.0,24770.0,292600.0,Unemployed,Secondary / secondary special,Married,House / apartment,-17704,365243,Laborers,2.0,1,0.0577836125632035,0.4489112518453433,0.6985312464094332
100087,1,Cash loans,M,Y,Y,0,55400.0,463200.0,21370.0,410800.0,Working,Secondary / secondary special,Married,House / apartment,-14314,-1057,Sales staff,1.0,2,0.21415593683546547,0.4692289016676752,0.10630885158942155
100088,0,Cash loans,F,Y,Y,0,201700.0,293900.0,21210.0,265800.0,Working,Higher education,Married,House / apartment,-9060,365243,Managers,1.0,2,,0.10239533340363415,0.44089505649902216
100089,0,Cash loans,F,Y,N,0,102200.0,691200.0,31100.0,592000.0,Pensioner,Higher education,Married,House / apartment,-17539,-4192,Laborers,2.0,3,0.5257376374917936,0.5176738339775003,0.5992757051966446
100090,0,Cash loans,F,N,Y,1,75100.0,833000.0,37920.0,806300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12622,-4282,Accountants,3.0,2,,0.5247767809237645,0.3953120139947975
100091,0,Cash loans,F,Y,Y,0,168700.0,466100.0,25820.0,396700.0,Working,Secondary / secondary special,Married,House / apartment,-16566,-6019,Medicine staff,2.0,2,0.1590165155242855,0.22361453453460722,0.07428481503846826
100092,0,Cash loans,M,N,Y,1,107400.0,373500.0,16010.0,325900.0,Working,Secondary / secondary special,Married,House / apartment,-16313,-4721,Managers,3.0,2,,0.6739206147867567,0.5750459500434736
100093,0,Cash loans,F,Y,Y,0,305500.0,998600.0,71870.0,970100.0,Working,Secondary / secondary special,Married,House / apartment,-8116,-2966,Private service staff,2.0,2,0.4394351470459835,0.29770930379180605,0.41046977109914495
100094,0,Cash loans,F,Y,Y,2,199100.0,509800.0,27040.0,440500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16031,-6148,Managers,3.0,2,,0.39993210070627727,0.5087501159984174
100095,0,Cash loans,F,N,Y,0,124200.0,303900.0,22850.0,297700.0,Working,Secondary / secondary special,Married,House / apartment,-17773,-1630,nan,2.0,2,,0.41809011262162216,0.15694835831818427
100096,0,Cash loans,F,N,Y,0,116800.0,245000.0,20410.0,220600.0,Working,Secondary / secondary special,Married,House / apartment,-18265,-2367,nan,2.0,2,0.19187659106811364,0.28390698300231826,0.4255584781958794
100097,0,Revolving loans,F,N,Y,1,140100.0,1071200.0,86570.0,1054400.0,Working,Secondary / secondary special,Married,Municipal apartment,-16177,-7744,Accountants,3.0,1,0.03773031372955087,0.4903431970177367,0.17546657720362624
100098,0,Revolving loans,F,N,N,0,393900.0,883800.0,69040.0,783900.0,Working,Secondary / secondary special,Widow,With parents,-7761,365243,Laborers,2.0,2,,0.3476910005895408,0.1072669773495897
100099,0,Cash loans,F,N,N,0,61600.0,647200.0,33760.0,590800.0,Working,Secondary / secondary special,Married,House / apartment,-20836,-168,Core staff,1.0,2,0.24865969424463638,0.36994833747189915,0.5891981974226272
100100,0,Cash loans,M,Y,N,0,76600.0,470200.0,38460.0,457500.0,Working,Secondary / secondary special,Married,House / apartment,-17357,-688,Private service staff,2.0,3,,0.6301256657188613,0.2457913346849843
100101,0,Cash loans,M,Y,Y,0,304700.0,360800.0,17850.0,323300.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-10871,-2171,Core staff,2.0,2,,0.3724800922664499,0.47851782756327343
100102,0,Cash loans,M,N,Y,0,82200.0,254000.0,12320.0,249900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12540,365243,nan,2.0,2,,0.18170074343041048,0.5885969145778268
100103,0,Cash loans,F,N,N,0,170500.0,505500.0,39020.0,451000.0,Working,Higher education,Married,House / apartment,-16634,365243,Drivers,2.0,3,,0.3206473691040331,0.6209886601551972
100104,0,Cash loans,M,N,N,0,214700.0,182600.0,9790.0,165500.0,Commercial associate,Higher education,Married,House / apartment,-18436,365243,Core staff,1.0,2,0.01574036837380909,0.4468397671049866,0.589932717691076
100105,0,Cash loans,M,Y,Y,0,122800.0,1309700.0,97070.0,1121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13745,-3371,Cooking staff,1.0,2,0.36510332293945824,0.4034185047100277,0.15671256503568054
100106,0,Revolving loans,M,Y,Y,0,215300.0,942400.0,98090.0,917500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19022,-250,nan,2.0,2,,0.5905130255773183,0.3667667415028553
100107,1,Cash loans,F,N,Y,0,53800.0,993000.0,56850.0,967900.0,Working,Secondary / secondary special,Married,House / apartment,-8502,-4991,Sales staff,2.0,2,,0.46046827404984214,0.36541713435760714
100108,0,Cash loans,F,N,Y,2,178800.0,256800.0,14020.0,230200.0,Working,Secondary / secondary special,Married,House / apartment,-11517,-9136,nan,3.0,2,0.13393487587516298,0.4040190646256857,0.48354687126229456
100109,0,Cash loans,F,N,Y,1,366000.0,652100.0,51110.0,625600.0,Working,Incomplete higher,Married,House / apartment,-7670,365243,Core staff,3.0,3,,0.5741781604324523,0.2529582653343124
100110,0,Revolving loans,M,N,N,0,158900.0,1011600.0,42780.0,978700.0,Working,Secondary / secondary special,Separated,Co-op apartment,-12100,-3420,Security staff,2.0,1,0.4181803245998402,0.7534806894547728,0.3552907991242153
100111,0,Cash loans,F,N,N,0,213300.0,249600.0,20230.0,225700.0,Unemployed,Secondary / secondary special,Married,House / apartment,-21764,-933,Drivers,2.0,2,,0.21781054502466432,0.38334678026891145
100112,0,Cash loans,F,N,Y,0,517900.0,335800.0,17160.0,317100.0,Working,Secondary / secondary special,Married,House / apartment,-23973,-2695,Accountants,1.0,1,0.5435284341376572,0.6276759775293177,0.6826089912518986
100113,0,Cash loans,F,N,N,0,137000.0,409100.0,19930.0,385500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16648,-3502,Laborers,1.0,2,,0.29674739145012,0.18908592042187686
100114,0,Cash loans,F,N,Y,0,77400.0,1169400.0,48540.0,1049500.0,Working,Secondary / secondary special,Married,House / apartment,-13140,-2180,Medicine staff,2.0,1,,0.7448457824535216,0.30094393790082363
100115,0,Cash loans,F,N,Y,0,47400.0,107900.0,4520.0,95800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14815,365243,Sales staff,2.0,2,0.20989540950994495,0.5332771064705094,0.6659478857424278
100116,0,Cash loans,M,Y,Y,1,157400.0,903100.0,76180.0,796100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17607,365243,Core staff,3.0,3,0.4836955198429174,0.42070949501230653,0.30863840066825693
100117,0,Cash loans,M,N,N,0,81100.0,1024900.0,56450.0,917600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9426,-336,nan,2.0,2,,0.5248164921239324,0.2802175536747253
100118,0,Cash loans,M,N,Y,0,224000.0,926900.0,66180.0,873300.0,Working,Secondary / secondary special,Married,House / apartment,-13405,-2469,nan,2.0,3,,0.7512656479389527,0.26182529316236375
100119,0,Cash loans,F,Y,Y,0,252700.0,257300.0,11780.0,249100.0,Commercial associate,Higher education,Civil marriage,House / apartment,-21470,-6933,Secretaries,2.0,2,,0.40912777417331114,0.2558176803481834
100120,0,Cash loans,F,Y,N,0,117900.0,267700.0,11680.0,236900.0,Commercial associate,Academic degree,Married,House / apartment,-11504,365243,nan,2.0,2,,0.7799479511726747,0.33647334598528694
100121,0,Cash loans,F,N,Y,0,65500.0,186200.0,10900.0,183500.0,Pensioner,Higher education,Married,House / apartment,-12696,-5988,nan,2.0,2,,0.4125495436948619,0.5324307341986173
100122,0,Cash loans,F,N,Y,0,223200.0,666800.0,59320.0,586000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-15758,-1875,Laborers,2.0,2,0.11953504789005114,0.4203155312759519,0.5426703581665204
100123,0,Cash loans,F,N,Y,0,123800.0,529600.0,21350.0,457700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16843,-327,Core staff,2.0,2,,0.27258422161298973,0.3517884767650782
100124,0,Cash loans,F,N,Y,0,220400.0,106500.0,10250.0,93500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13194,-4402,Sales staff,2.0,2,0.4525874975463742,0.3864940678502561,0.24224151028348176
100125,0,Cash loans,F,N,Y,0,151200.0,681600.0,34120.0,579600.0,Working,Higher education,Civil marriage,House / apartment,-16014,-2497,nan,2.0,2,0.34523035185829315,0.7387413933168553,0.4345979939575642
100126,0,Cash loans,F,N,Y,1,176200.0,477200.0,49700.0,436700.0,Working,Secondary / secondary special,Separated,House / apartment,-18148,-859,Waiters/barmen staff,3.0,2,,0.27987839357211486,0.07729221636353593
100127,0,Cash loans,F,N,N,0,189600.0,667200.0,44050.0,593000.0,State servant,Secondary / secondary special,Married,House / apartment,-23586,-1249,High skill tech staff,2.0,2,,0.2539987870734615,0.18361126725582513
100128,0,Cash loans,F,Y,Y,2,135200.0,637300.0,39770.0,618700.0,Working,Secondary / secondary special,Married,House / apartment,-15198,-1503,nan,4.0,2,,0.6908055690160521,0.06693929015842566
